id	gene.symbol	fpkm
ENSMUSG00000000568	Hnrnpd	3.77371
ENSMUSG00000000579	Dynlt1c	5.94639
ENSMUSG00000000581	C1d	6.56939
ENSMUSG00000000594	Gm2a	3.72941
ENSMUSG00000000600	Krit1	2.81622
ENSMUSG00000000605	Clcn4-2	1.46993
ENSMUSG00000000606	Vmn2r88	0
ENSMUSG00000000617	Grm6	0
ENSMUSG00000000627	Sema4f	0.104572
ENSMUSG00000000628	Hk2	9.64053
ENSMUSG00000000631	Myo18a	4.67298
ENSMUSG00000000632	Sez6	0.203609
ENSMUSG00000000673	Haao	0.00684992
ENSMUSG00000000682	Cd52	0.141945
ENSMUSG00000000686	Abhd15	0.112461
ENSMUSG00000000690	Hoxb6	0
ENSMUSG00000000693	Loxl3	0.195918
ENSMUSG00000000701	Tcl1b5	0
ENSMUSG00000000702	AC007307.1	0
ENSMUSG00000000706	Btn1a1	0.0531361
ENSMUSG00000000708	Kat2b	8.56575
ENSMUSG00000000711	Rab5b	12.5642
ENSMUSG00000000724	Cryba1	0.0469956
ENSMUSG00000000730	Dnmt3l	35.992
ENSMUSG00000000731	Aire	1.69252
ENSMUSG00000000732	Icosl	1.92516
ENSMUSG00000000738	Spg7	5.76031
ENSMUSG00000000739	Sult5a1	1.94549
ENSMUSG00000000740	Rpl13	182.612
ENSMUSG00000000743	Chmp1a	20.746
ENSMUSG00000000751	Rpa1	25.7994
ENSMUSG00000000753	Serpinf1	0.419558
ENSMUSG00000000759	Tubgcp3	4.83793
ENSMUSG00000000766	Oprm1	0.0184787
ENSMUSG00000000776	Polr3d	4.60192
ENSMUSG00000000782	Tcf7	1.4052
ENSMUSG00000000787	Ddx3x	41.2477
ENSMUSG00000000791	Il12rb1	0.134469
ENSMUSG00000000792	Slc5a5	0.0103476
ENSMUSG00000000794	Kcnn3	0.0315493
ENSMUSG00000000804	Usp32	1.33454
ENSMUSG00000000805	Car4	0.0251659
ENSMUSG00000000811	Txnrd3	1.86837
ENSMUSG00000000817	Fasl	0.00607745
ENSMUSG00000000823	Znf512b	3.41228
ENSMUSG00000000826	Dnajc5	11.2577
ENSMUSG00000000827	Tpd52l2	19.2827
ENSMUSG00000000838	Fmr1	9.19724
ENSMUSG00000000861	Bcl11a	0.0534526
ENSMUSG00000000869	Il4	0
ENSMUSG00000000876	Pxmp4	0.970132
ENSMUSG00000000881	Dlg3	1.98364
ENSMUSG00000000884	Gnb1l	3.84557
ENSMUSG00000000889	Dbh	0
ENSMUSG00000000901	Mmp11	11.3272
ENSMUSG00000000902	Smarcb1	15.6328
ENSMUSG00000000903	Vpreb3	1.07966
ENSMUSG00000000915	Hip1r	2.57513
ENSMUSG00000000916	Nsun5	6.83412
ENSMUSG00000000934	Top1mt	1.27676
ENSMUSG00000000938	Hoxa10	0.00851464
ENSMUSG00000000942	Hoxa4	0.0105738
ENSMUSG00000000948	Snrpn	4.76105
ENSMUSG00000000957	Mmp14	1.11802
ENSMUSG00000000958	Slc7a7	4.67362
ENSMUSG00000000959	Oxa1l	4.08449
ENSMUSG00000000976	Heatr6	2.78556
ENSMUSG00000000982	Ccl3	0
ENSMUSG00000000983	Expi	0
ENSMUSG00000001014	Icam4	0.134296
ENSMUSG00000001016	Ilf2	20.9648
ENSMUSG00000001017	2500003M10Rik	33.5074
ENSMUSG00000001018	Snapin	7.94022
ENSMUSG00000001020	S100a4	0.068344
ENSMUSG00000001021	S100a3	0.324024
ENSMUSG00000001023	S100a5	0
ENSMUSG00000001025	S100a6	8.50035
ENSMUSG00000001027	Scn4a	0.0232276
ENSMUSG00000001029	Icam2	0.0478469
ENSMUSG00000001034	Mapk7	4.85511
ENSMUSG00000001036	Epn2	5.46035
ENSMUSG00000001039	B9d1	22.0153
ENSMUSG00000001052	Sec24b	3.39691
ENSMUSG00000001053	N4bp3	23.4537
ENSMUSG00000001054	Rmnd5b	15.2507
ENSMUSG00000001056	Nhp2	85.2212
ENSMUSG00000001062	1300018I17Rik	1.95833
ENSMUSG00000001065	Zfp276	2.62913
ENSMUSG00000001076	C1ql4	0.175414
ENSMUSG00000001082	Mfsd10	15.3752
ENSMUSG00000001089	Luzp1	6.93919
ENSMUSG00000001095	Slc13a2	0.022233
ENSMUSG00000001098	Kctd10	5.92099
ENSMUSG00000001100	Poldip2	20.7447
ENSMUSG00000001103	Sebox	0.0606253
ENSMUSG00000001105	Ift20	8.57181
ENSMUSG00000001119	Col6a1	0.0870218
ENSMUSG00000001120	Pcbp3	1.61065
ENSMUSG00000001123	Lgals9	0.146268
ENSMUSG00000001127	Araf	12.1442
ENSMUSG00000001128	Cfp	0.805251
ENSMUSG00000001131	Timp1	6.15982
ENSMUSG00000001134	Uxt	1.22031
ENSMUSG00000001138	Cnnm3	2.62084
ENSMUSG00000001143	Lman2l	1.58892
ENSMUSG00000001150	Mcm3ap	6.11715
ENSMUSG00000001151	Pcnt	5.46935
ENSMUSG00000001155	Ftcd	0.00260029
ENSMUSG00000001156	Mxd1	0.642544
ENSMUSG00000001157	Gmcl1	1.81803
ENSMUSG00000001158	Snrnp27	3.96705
ENSMUSG00000001166	Oas1c	0.450102
ENSMUSG00000001168	Oas1h	0.0518445
ENSMUSG00000001173	Ocrl	2.53556
ENSMUSG00000001175	Calm1	32.0476
ENSMUSG00000001211	Agpat3	3.82724
ENSMUSG00000001225	Slc26a3	0.00108257
ENSMUSG00000001227	Sema6b	0.364617
ENSMUSG00000001228	Uhrf1	14.2044
ENSMUSG00000001229	Dpp9	2.45531
ENSMUSG00000001240	Ramp2	1.10757
ENSMUSG00000001247	Lsr	7.60172
ENSMUSG00000001248	Gramd1a	6.84356
ENSMUSG00000001249	Hpn	1.32058
ENSMUSG00000001260	Gabrg1	0.0109381
ENSMUSG00000001270	Ckb	82.5231
ENSMUSG00000001280	Sp1	10.9798
ENSMUSG00000001281	Itgb7	3.79836
ENSMUSG00000001285	Myg1	29.9942
ENSMUSG00000001288	Rarg	12.2341
ENSMUSG00000001289	Pfdn5	15.6142
ENSMUSG00000001300	Efnb2	0.110232
ENSMUSG00000001305	Rrp15	18.6772
ENSMUSG00000001313	Rnd2	2.20003
ENSMUSG00000001323	Srr	0.424174
ENSMUSG00000001333	Sync	0.373212
ENSMUSG00000001334	Fndc5	0.549142
ENSMUSG00000001348	Acp5	0.619254
ENSMUSG00000001349	Cnn1	0.10891
ENSMUSG00000001366	Fbxo9	3.67942
ENSMUSG00000001376	Ccdc132	4.28336
ENSMUSG00000001379	Apbb3	2.28339
ENSMUSG00000001380	Hars	15.6174
ENSMUSG00000001383	Zmat2	4.33823
ENSMUSG00000001403	Ube2c	28.9096
ENSMUSG00000001415	Smg5	18.8884
ENSMUSG00000001416	Cct3	160.45
ENSMUSG00000001417	Rhbg	1.44913
ENSMUSG00000001418	0610031J06Rik	19.3035
ENSMUSG00000001419	Mef2d	1.31356
ENSMUSG00000001420	Tmem79	1.96425
ENSMUSG00000001424	Snd1	22.1863
ENSMUSG00000001435	Col18a1	28.0641
ENSMUSG00000001436	Slc19a1	3.18331
ENSMUSG00000001440	Kpnb1	47.1965
ENSMUSG00000001441	Npepps	6.57688
ENSMUSG00000001444	Tbx21	0.0631713
ENSMUSG00000001445	Mrpl10	21.7923
ENSMUSG00000001467	Cyp51	5.25139
ENSMUSG00000001472	Tcf25	10.8555
ENSMUSG00000001473	Tubb6	27.049
ENSMUSG00000001482	Def8	4.40726
ENSMUSG00000001493	Meox1	0.0451625
ENSMUSG00000001494	Sost	0.00188675
ENSMUSG00000001496	Nkx2-1	0
ENSMUSG00000001497	Pax9	0.00660726
ENSMUSG00000001504	Irx2	1.07472
ENSMUSG00000001506	Col1a1	0.0256009
ENSMUSG00000001507	Itga3	1.14488
ENSMUSG00000001508	Sgca	0.0512139
ENSMUSG00000001510	Dlx3	0.0188119
ENSMUSG00000001517	Foxm1	2.99997
ENSMUSG00000001518	Itfg2	3.63492
ENSMUSG00000001520	Nrip2	0.147985
ENSMUSG00000001521	Tulp3	0.729166
ENSMUSG00000001524	Gtf2h4	11.2542
ENSMUSG00000001525	Tubb5	175.063
ENSMUSG00000001542	Ell2	5.35093
ENSMUSG00000001552	Jup	11.6876
ENSMUSG00000001555	Fkbp10	6.31999
ENSMUSG00000001558	Klhl10	3.91994
ENSMUSG00000001566	Mnx1	0.0140223
ENSMUSG00000001569	Nom1	1.96418
ENSMUSG00000001576	Ergic1	5.38525
ENSMUSG00000001583	Tnk1	1.25796
ENSMUSG00000001588	Acap1	3.40034
ENSMUSG00000001604	Tcea3	1.41032
ENSMUSG00000001622	Csn3	0.00330986
ENSMUSG00000001627	Ifrd1	39.3564
ENSMUSG00000001630	Stk38l	1.99372
ENSMUSG00000001632	Brpf1	8.82785
ENSMUSG00000001642	Akr1b3	12.837
ENSMUSG00000001655	Hoxc13	0.75294
ENSMUSG00000001656	Hoxc11	0.0289956
ENSMUSG00000001657	Hoxc8	0.00487435
ENSMUSG00000001661	Hoxc6	0.016666
ENSMUSG00000001663	Gstt1	1.02135
ENSMUSG00000001665	Gstt3	0.852262
ENSMUSG00000001666	Ddt	32.4003
ENSMUSG00000001670	Tat	0
ENSMUSG00000001672	Marveld3	0.250589
ENSMUSG00000001674	Ddx18	30.379
ENSMUSG00000001687	Ubl3	23.7857
ENSMUSG00000001700	Gramd3	0.173014
ENSMUSG00000001707	Eef1e1	27.7824
ENSMUSG00000001729	Akt1	4.26896
ENSMUSG00000001739	Cldn15	0.0534224
ENSMUSG00000001741	Il16	0.00750146
ENSMUSG00000001750	Tcirg1	4.06174
ENSMUSG00000001751	Naglu	0.933762
ENSMUSG00000001755	Coasy	10.8016
ENSMUSG00000001761	Smo	5.73073
ENSMUSG00000001763	Tspan33	0.837123
ENSMUSG00000001767	Crnkl1	5.7779
ENSMUSG00000001768	Rin2	1.07475
ENSMUSG00000001773	Folh1	0.0385222
ENSMUSG00000001774	Chordc1	9.37522
ENSMUSG00000001783	D10Wsu52e	11.2754
ENSMUSG00000001785	Pwp1	12.8197
ENSMUSG00000001786	Fbxo7	3.85304
ENSMUSG00000001794	Capns1	37.2627
ENSMUSG00000001802	Lrp3	2.36653
ENSMUSG00000001804	Dsg4	0
ENSMUSG00000001815	Evx2	0.00183204
ENSMUSG00000001819	Hoxd13	0.0138971
ENSMUSG00000001823	Hoxd12	0
ENSMUSG00000001827	Folr1	14.3952
ENSMUSG00000001829	Clpb	16.6554
ENSMUSG00000001833	Sept7	7.01612
ENSMUSG00000001844	Zdhhc4	4.37819
ENSMUSG00000001847	Rac1	21.2537
ENSMUSG00000001855	Nup214	8.07484
ENSMUSG00000001864	Aif1l	1.14617
ENSMUSG00000001865	Cpa3	0
ENSMUSG00000001870	Ltbp1	0.598736
ENSMUSG00000001891	Ugp2	3.47432
ENSMUSG00000001901	Kcnh6	0.233153
ENSMUSG00000001909	Trmt1	16.4907
ENSMUSG00000001910	Nacc1	20.4896
ENSMUSG00000001911	Nfix	0.0917731
ENSMUSG00000001918	Slc1a5	18.2153
ENSMUSG00000001924	Uba1	49.3688
ENSMUSG00000001930	Vwf	1.24903
ENSMUSG00000001942	Siae	1.1676
ENSMUSG00000001943	Vsig2	0.483913
ENSMUSG00000001946	Esam	0.193076
ENSMUSG00000001948	Spa17	0.172628
ENSMUSG00000001962	Fam50a	1.53431
ENSMUSG00000001964	Emd	9.73525
ENSMUSG00000001983	Taco1	3.39594
ENSMUSG00000001985	Grik3	1.0407
ENSMUSG00000001986	Gria3	0.0436961
ENSMUSG00000001988	Npas1	0.0595835
ENSMUSG00000001995	Sipa1l2	5.17482
ENSMUSG00000001998	Ap4e1	1.58157
ENSMUSG00000001999	Blvra	0.693762
ENSMUSG00000002006	Pdzd4	11.6159
ENSMUSG00000002007	Srpk3	0.12322
ENSMUSG00000002010	Idh3g	56.9242
ENSMUSG00000002012	Pnck	1.35042
ENSMUSG00000002014	Ssr4	39.0057
ENSMUSG00000002015	Bcap31	19.5584
ENSMUSG00000002017	Fam98a	1.76719
ENSMUSG00000002020	Ltbp2	0.211124
ENSMUSG00000002028	Mll1	0.996708
ENSMUSG00000002031	Ift46	20.8511
ENSMUSG00000002032	Tmem25	0.167468
ENSMUSG00000002033	Cd3g	0
ENSMUSG00000002043	Trappc6a	9.9304
ENSMUSG00000002052	Supt6h	5.86206
ENSMUSG00000002055	Spag5	7.43234
ENSMUSG00000002057	Foxn1	0.00819878
ENSMUSG00000002058	Unc119	5.07281
ENSMUSG00000002059	Rab34	9.56307
ENSMUSG00000002064	Sdf2	8.71944
ENSMUSG00000002068	Ccne1	9.2894
ENSMUSG00000002076	Hsf2bp	11.8958
ENSMUSG00000002083	Bbc3	6.4441
ENSMUSG00000002100	Mybpc3	0.204803
ENSMUSG00000002102	Psmc3	68.556
ENSMUSG00000002103	Acp2	1.87293
ENSMUSG00000002104	Rapsn	0.607811
ENSMUSG00000002105	Slc39a13	2.96008
ENSMUSG00000002107	Celf2	0.329852
ENSMUSG00000002108	Nr1h3	0.36354
ENSMUSG00000002109	Ddb2	3.48575
ENSMUSG00000002111	Sfpi1	0.415813
ENSMUSG00000002129	Sf3a1	17.0037
ENSMUSG00000002147	Stat6	8.79026
ENSMUSG00000002190	Clgn	0.679424
ENSMUSG00000002204	Napsa	1.17606
ENSMUSG00000002205	Vrk3	2.05328
ENSMUSG00000002210	1500002O20Rik	3.13667
ENSMUSG00000002221	Paxip1	3.04519
ENSMUSG00000002222	Rmnd5a	19.8889
ENSMUSG00000002227	Mov10	9.07259
ENSMUSG00000002228	Ppm1j	3.51275
ENSMUSG00000002233	Rhoc	6.14306
ENSMUSG00000002240	4930432K09Rik	0
ENSMUSG00000002249	Tead3	0.757006
ENSMUSG00000002250	Ppard	0.833795
ENSMUSG00000002257	Def6	4.7222
ENSMUSG00000002265	Peg3	3.84916
ENSMUSG00000002266	Zim1	0.0329594
ENSMUSG00000002274	Metrn	7.79698
ENSMUSG00000002279	Lmf1	2.55844
ENSMUSG00000002280	Narfl	5.41722
ENSMUSG00000002289	Angptl4	2.42186
ENSMUSG00000002290	Rab11b-ps2	1.55253
ENSMUSG00000002297	Dbf4	50.129
ENSMUSG00000002307	Daxx	16.1315
ENSMUSG00000002308	Cd320	8.956
ENSMUSG00000002319	Ipo4	7.46664
ENSMUSG00000002320	Tm9sf1	3.6687
ENSMUSG00000002324	Rec8	0.403944
ENSMUSG00000002325	Irf9	1.13779
ENSMUSG00000002326	Gmpr2	1.42564
ENSMUSG00000002329	Mdp1	3.81111
ENSMUSG00000002332	Dhrs1	4.34057
ENSMUSG00000002341	Ncan	0.218056
ENSMUSG00000002342	Tmem161a	8.65354
ENSMUSG00000002343	Armc6	6.66393
ENSMUSG00000002345	2310045N01Rik	6.7008
ENSMUSG00000002346	Slc25a42	0.609707
ENSMUSG00000002365	Snx9	0.871856
ENSMUSG00000002372	Ranbp3	19.3027
ENSMUSG00000002379	Ndufa11	8.72287
ENSMUSG00000002384	Bmp8b	0.148743
ENSMUSG00000002393	Nr2f6	14.8714
ENSMUSG00000002395	Use1	32.0241
ENSMUSG00000002396	Ocel1	4.08243
ENSMUSG00000002409	Dyrk1b	1.42216
ENSMUSG00000002413	Braf	1.64538
ENSMUSG00000002416	Ndufb2	7.04489
ENSMUSG00000002428	Hltf	9.53627
ENSMUSG00000002455	Prpf6	4.29257
ENSMUSG00000002458	Rgs19	4.50694
ENSMUSG00000002459	Rgs20	0.0704469
ENSMUSG00000002475	Abhd3	0.731931
ENSMUSG00000002477	Snrpd1	10.5457
ENSMUSG00000002486	Tchp	1.91599
ENSMUSG00000002489	Tiam1	8.62475
ENSMUSG00000002496	Tsc2	7.43019
ENSMUSG00000002500	Rpl3l	0.0706065
ENSMUSG00000002504	Slc9a3r2	1.79204
ENSMUSG00000002524	Puf60	51.8265
ENSMUSG00000002546	Golga2	3.77176
ENSMUSG00000002550	Uck1	10.8606
ENSMUSG00000002565	Scin	0.0513086
ENSMUSG00000002578	Ikzf4	0.0984963
ENSMUSG00000002580	1810046J19Rik	10.0815
ENSMUSG00000002588	Pon1	0.00267347
ENSMUSG00000002602	Axl	0.278162
ENSMUSG00000002603	Tgfb1	0.304613
ENSMUSG00000002608	Ccdc97	1.76904
ENSMUSG00000002617	Zfp40	0.611338
ENSMUSG00000002625	Akap8l	10.4485
ENSMUSG00000002633	Shh	0.0014153
ENSMUSG00000002635	Pdcd2l	13.4884
ENSMUSG00000002658	Gtf2f1	8.06449
ENSMUSG00000002660	Clpp	10.5858
ENSMUSG00000002661	Alkbh7	20.9204
ENSMUSG00000002664	Pspn	0.271505
ENSMUSG00000002668	Dennd1c	0.798567
ENSMUSG00000002679	Med6	7.20217
ENSMUSG00000002688	Prkd1	0.349508
ENSMUSG00000002699	Lcp2	0.00175071
ENSMUSG00000002718	Cse1l	19.174
ENSMUSG00000002728	Naa20	21.0603
ENSMUSG00000002731	Prkra	2.89648
ENSMUSG00000002732	Fkbp7	0.345564
ENSMUSG00000002733	Plekha3	2.68807
ENSMUSG00000002741	Ykt6	11.9876
ENSMUSG00000002748	Baz1b	12.2619
ENSMUSG00000002763	Pex6	5.15162
ENSMUSG00000002767	Mrpl2	37.3109
ENSMUSG00000002768	Mea1	21.2575
ENSMUSG00000002769	Gnmt	0.48875
ENSMUSG00000002771	Grin2d	0.126435
ENSMUSG00000002778	Kdelr1	10.5103
ENSMUSG00000002781	Tmem143	6.81953
ENSMUSG00000002791	Pdxk-ps	0.00329028
ENSMUSG00000002797	Ggct	2.40312
ENSMUSG00000002799	Jag2	4.27343
ENSMUSG00000002803	Btbd6	5.85763
ENSMUSG00000002804	Nudt14	6.44805
ENSMUSG00000002808	Epdr1	1.55096
ENSMUSG00000002812	Flii	9.28375
ENSMUSG00000002814	Top3a	2.87542
ENSMUSG00000002820	Atg4d	7.1448
ENSMUSG00000002825	Qtrt1	14.4693
ENSMUSG00000002831	Plin4	0.090421
ENSMUSG00000002833	Hdgfrp2	12.3987
ENSMUSG00000002835	Chaf1a	6.31569
ENSMUSG00000002844	Adprh	31.0801
ENSMUSG00000002845	Tmem39a	16.957
ENSMUSG00000002846	4930455C21Rik	5.27904
ENSMUSG00000002847	Pla1a	1.76167
ENSMUSG00000002870	Mcm2	33.7487
ENSMUSG00000002871	Tpra1	3.39372
ENSMUSG00000002881	Nab1	0.748105
ENSMUSG00000002885	Cd97	11.5638
ENSMUSG00000002897	Il17ra	0.822866
ENSMUSG00000002900	Lamb1	5.21835
ENSMUSG00000002908	Kcnn1	0.599105
ENSMUSG00000002910	Arrdc2	1.41214
ENSMUSG00000002930	Gsbs	0
ENSMUSG00000002944	Cd36	0.00104925
ENSMUSG00000002948	Map2k7	8.28911
ENSMUSG00000002949	Timm44	17.1362
ENSMUSG00000002957	Ap2a2	13.1218
ENSMUSG00000002963	Pnkp	7.23689
ENSMUSG00000002968	Med25	13.45
ENSMUSG00000002980	Bcam	16.0012
ENSMUSG00000002981	Clptm1	9.60861
ENSMUSG00000002983	Relb	3.03749
ENSMUSG00000002984	Tomm40	26.828
ENSMUSG00000002985	Apoe	105.211
ENSMUSG00000002992	Apoc2	0.120584
ENSMUSG00000002996	Hbp1	17.1216
ENSMUSG00000002997	Prkar2b	2.41037
ENSMUSG00000003031	Cdkn1b	9.90345
ENSMUSG00000003032	Klf4	25.5066
ENSMUSG00000003033	Ap1m1	2.05484
ENSMUSG00000003037	Rab8a	6.91606
ENSMUSG00000003038	Hmgn2	9.21188
ENSMUSG00000003039	Fam32a	9.44315
ENSMUSG00000003051	Elf3	4.17076
ENSMUSG00000003053	Cyp2c29	0.0708287
ENSMUSG00000003062	Stard3nl	9.84545
ENSMUSG00000003068	Stk11	20.5397
ENSMUSG00000003070	Efna2	1.56107
ENSMUSG00000003072	Atp5d	29.7665
ENSMUSG00000003099	Ppp5c	7.01394
ENSMUSG00000003119	Cdk12	8.08498
ENSMUSG00000003123	Lipe	0.988682
ENSMUSG00000003131	Pafah1b2	7.31361
ENSMUSG00000003134	Tbc1d8	2.31536
ENSMUSG00000003135	D1Bwg0212e	7.73452
ENSMUSG00000003153	Slc2a3	107.233
ENSMUSG00000003154	Foxj2	0.316563
ENSMUSG00000003161	Sri	2.06863
ENSMUSG00000003166	Dgcr2	10.8159
ENSMUSG00000003178	Mical3	0.99031
ENSMUSG00000003184	Irf3	12.148
ENSMUSG00000003190	Bcl2l12	3.75002
ENSMUSG00000003198	Zfp959	0.00247388
ENSMUSG00000003199	Mpnd	12.5374
ENSMUSG00000003200	Sh3gl1	18.9932
ENSMUSG00000003206	Ebi3	0.0705636
ENSMUSG00000003208	Ccdc94	1.66985
ENSMUSG00000003226	Ranbp2	15.6662
ENSMUSG00000003227	Edar	0.0154149
ENSMUSG00000003228	Grk5	0.383944
ENSMUSG00000003233	Dvl3	0.906052
ENSMUSG00000003234	Abcf3	9.31699
ENSMUSG00000003235	Eif2b5	17.5881
ENSMUSG00000003269	Cyth2	12.1898
ENSMUSG00000003271	Sult2b1	0.394651
ENSMUSG00000003273	Car11	0.526584
ENSMUSG00000003279	Dlgap1	0.226139
ENSMUSG00000003282	Plag1	2.41411
ENSMUSG00000003283	Hck	6.94156
ENSMUSG00000003299	Mrpl4	10.6379
ENSMUSG00000003308	Keap1	2.79958
ENSMUSG00000003309	Ap1m2	3.05735
ENSMUSG00000003316	Glg1	2.42362
ENSMUSG00000003341	Atp8b3	0.117511
ENSMUSG00000003344	Btbd2	8.62246
ENSMUSG00000003345	Csnk1g2	24.1278
ENSMUSG00000003346	Fam108a	17.7091
ENSMUSG00000003348	Mobkl2a	1.95106
ENSMUSG00000003352	Cacnb3	3.76805
ENSMUSG00000003354	Ccdc65	0.483946
ENSMUSG00000003355	Fkbp11	9.21197
ENSMUSG00000003360	Ddx23	7.89453
ENSMUSG00000003363	Pld3	9.93752
ENSMUSG00000003378	Grik5	0.33035
ENSMUSG00000003379	Cd79a	0.111653
ENSMUSG00000003380	Rabac1	28.7449
ENSMUSG00000003382	Etv3	2.65844
ENSMUSG00000003402	Prkcsh	11.0304
ENSMUSG00000003410	Elavl3	0.205111
ENSMUSG00000003411	Rab3b	0.454238
ENSMUSG00000003418	St8sia6	0.766271
ENSMUSG00000003420	Fcgrt	1.94741
ENSMUSG00000003421	Nosip	15.9259
ENSMUSG00000003423	Pih1d1	12.4898
ENSMUSG00000003429	Rps11	574.989
ENSMUSG00000003435	Supt5h	18.3322
ENSMUSG00000003436	Dll3	0.446537
ENSMUSG00000003437	Paf1	12.1248
ENSMUSG00000003438	Timm50	20.3687
ENSMUSG00000003444	Med29	6.03018
ENSMUSG00000003452	Bicd1	0.576478
ENSMUSG00000003458	Ncstn	6.0564
ENSMUSG00000003464	Pex19	17.3075
ENSMUSG00000003469	Phyhip	0.33969
ENSMUSG00000003476	Crhr2	0.168649
ENSMUSG00000003477	Inmt	0
ENSMUSG00000003484	Cyp4f18	0.0253705
ENSMUSG00000003500	Impdh1	5.87833
ENSMUSG00000003505	Psg18	0.000267958
ENSMUSG00000003518	Dusp3	1.2681
ENSMUSG00000003526	Prodh	3.73903
ENSMUSG00000003527	Dgcr14	5.66959
ENSMUSG00000003528	Slc25a1	16.1932
ENSMUSG00000003531	Dgcr6	5.02614
ENSMUSG00000003534	Ddr1	2.71316
