id	gene.symbol	fpkm
ENSMUSG00000000346	Dazap2	32.5118
ENSMUSG00000000355	Mcts1	18.5934
ENSMUSG00000000359	Rem1	0
ENSMUSG00000000365	Rnf17	5.47725
ENSMUSG00000000374	Trappc10	0.0893116
ENSMUSG00000000378	Ccm2	14.4683
ENSMUSG00000000381	Wap	0
ENSMUSG00000000384	Tbrg4	80.1345
ENSMUSG00000000385	Tmprss2	0
ENSMUSG00000000386	Mx1	0
ENSMUSG00000000392	Fap	0
ENSMUSG00000000394	Gcg	0
ENSMUSG00000000399	Ndufa9	73.1679
ENSMUSG00000000402	Egfl6	0
ENSMUSG00000000409	Lck	0.0606684
ENSMUSG00000000411	Tssk3	0
ENSMUSG00000000416	Cttnbp2	0
ENSMUSG00000000420	Galnt1	3.36358
ENSMUSG00000000435	Myf5	0
ENSMUSG00000000439	Mkrn2	22.3527
ENSMUSG00000000440	Pparg	0
ENSMUSG00000000441	Raf1	14.2919
ENSMUSG00000000486	Sept1	315.687
ENSMUSG00000000489	Pdgfb	4.72235
ENSMUSG00000000530	Acvrl1	0
ENSMUSG00000000531	Grasp	6.18503
ENSMUSG00000000532	Acvr1b	0
ENSMUSG00000000538	Tom1l2	38.5204
ENSMUSG00000000544	Gpa33	49.9074
ENSMUSG00000000552	Zfp385a	3.67881
ENSMUSG00000000555	Itga5	9.27617
ENSMUSG00000000560	Gabra2	0
ENSMUSG00000000561	Wdr77	84.2136
ENSMUSG00000000562	Adora3	0
ENSMUSG00000000563	Atp5f1	245.234
ENSMUSG00000000567	Sox9	0
ENSMUSG00000000568	Hnrnpd	217.182
ENSMUSG00000000579	Dynlt1c	9.81302
ENSMUSG00000000581	C1d	6.24891
ENSMUSG00000000594	Gm2a	26.1103
ENSMUSG00000000600	Krit1	3.77645
ENSMUSG00000000605	Clcn4-2	0
ENSMUSG00000000606	Vmn2r88	0
ENSMUSG00000000617	Grm6	0
ENSMUSG00000000627	Sema4f	0
ENSMUSG00000000628	Hk2	36.5421
ENSMUSG00000000631	Myo18a	0.189635
ENSMUSG00000000632	Sez6	0
ENSMUSG00000000673	Haao	0
ENSMUSG00000000682	Cd52	0
ENSMUSG00000000686	Abhd15	0
ENSMUSG00000000690	Hoxb6	0
ENSMUSG00000000693	Loxl3	0
ENSMUSG00000000701	Tcl1b5	0
ENSMUSG00000000702	AC007307.1	0
ENSMUSG00000000706	Btn1a1	0
ENSMUSG00000000708	Kat2b	15.081
ENSMUSG00000000711	Rab5b	12.1806
ENSMUSG00000000724	Cryba1	0
ENSMUSG00000000730	Dnmt3l	0.111215
ENSMUSG00000000731	Aire	0.0541602
ENSMUSG00000000732	Icosl	0
ENSMUSG00000000738	Spg7	83.6538
ENSMUSG00000000739	Sult5a1	0
ENSMUSG00000000740	Rpl13	398.572
ENSMUSG00000000743	Chmp1a	5.52362
ENSMUSG00000000751	Rpa1	43.8751
ENSMUSG00000000753	Serpinf1	0
ENSMUSG00000000759	Tubgcp3	49.0188
ENSMUSG00000000766	Oprm1	0
ENSMUSG00000000776	Polr3d	8.53991
ENSMUSG00000000782	Tcf7	8.96001
ENSMUSG00000000787	Ddx3x	181.363
ENSMUSG00000000791	Il12rb1	0
ENSMUSG00000000792	Slc5a5	0
ENSMUSG00000000794	Kcnn3	0
ENSMUSG00000000804	Usp32	0
ENSMUSG00000000805	Car4	0
ENSMUSG00000000811	Txnrd3	8.1075
ENSMUSG00000000817	Fasl	0
ENSMUSG00000000823	Znf512b	0.0105025
ENSMUSG00000000826	Dnajc5	0.0170348
ENSMUSG00000000827	Tpd52l2	178.262
ENSMUSG00000000838	Fmr1	23.0075
ENSMUSG00000000861	Bcl11a	0
ENSMUSG00000000869	Il4	0
ENSMUSG00000000876	Pxmp4	0.0103146
ENSMUSG00000000881	Dlg3	35.8407
ENSMUSG00000000884	Gnb1l	0
ENSMUSG00000000889	Dbh	0
ENSMUSG00000000901	Mmp11	22.0167
ENSMUSG00000000902	Smarcb1	37.1877
ENSMUSG00000000903	Vpreb3	25.3375
ENSMUSG00000000915	Hip1r	6.78834
ENSMUSG00000000916	Nsun5	26.1262
ENSMUSG00000000934	Top1mt	0
ENSMUSG00000000938	Hoxa10	0
ENSMUSG00000000942	Hoxa4	0
ENSMUSG00000000948	Snrpn	97.5284
ENSMUSG00000000957	Mmp14	2.72331
ENSMUSG00000000958	Slc7a7	12.6005
ENSMUSG00000000959	Oxa1l	60.8472
ENSMUSG00000000976	Heatr6	9.52725
ENSMUSG00000000982	Ccl3	0
ENSMUSG00000000983	Expi	0
ENSMUSG00000001014	Icam4	0
ENSMUSG00000001016	Ilf2	95.8371
ENSMUSG00000001017	2500003M10Rik	89.528
ENSMUSG00000001018	Snapin	55.6848
ENSMUSG00000001020	S100a4	0
ENSMUSG00000001021	S100a3	0
ENSMUSG00000001023	S100a5	0
ENSMUSG00000001025	S100a6	64.1244
ENSMUSG00000001027	Scn4a	0
ENSMUSG00000001029	Icam2	0
ENSMUSG00000001034	Mapk7	13.4609
ENSMUSG00000001036	Epn2	6.61744
ENSMUSG00000001039	B9d1	13.392
ENSMUSG00000001052	Sec24b	32.4394
ENSMUSG00000001053	N4bp3	32.1955
ENSMUSG00000001054	Rmnd5b	198.684
ENSMUSG00000001056	Nhp2	111.572
ENSMUSG00000001062	1300018I17Rik	0.310761
ENSMUSG00000001065	Zfp276	0
ENSMUSG00000001076	C1ql4	0
ENSMUSG00000001082	Mfsd10	28.5448
ENSMUSG00000001089	Luzp1	7.39795
ENSMUSG00000001095	Slc13a2	0
ENSMUSG00000001098	Kctd10	40.3483
ENSMUSG00000001100	Poldip2	51.8331
ENSMUSG00000001103	Sebox	0
ENSMUSG00000001105	Ift20	9.20181
ENSMUSG00000001119	Col6a1	0
ENSMUSG00000001120	Pcbp3	0.0170541
ENSMUSG00000001123	Lgals9	0
ENSMUSG00000001127	Araf	23.2463
ENSMUSG00000001128	Cfp	0
ENSMUSG00000001131	Timp1	38.7137
ENSMUSG00000001134	Uxt	6.5108
ENSMUSG00000001138	Cnnm3	1.36099
ENSMUSG00000001143	Lman2l	18.13
ENSMUSG00000001150	Mcm3ap	10.4529
ENSMUSG00000001151	Pcnt	15.7864
ENSMUSG00000001155	Ftcd	0
ENSMUSG00000001156	Mxd1	0
ENSMUSG00000001157	Gmcl1	27.2638
ENSMUSG00000001158	Snrnp27	0
ENSMUSG00000001166	Oas1c	0
ENSMUSG00000001168	Oas1h	0
ENSMUSG00000001173	Ocrl	0
ENSMUSG00000001175	Calm1	96.6982
ENSMUSG00000001211	Agpat3	0.968749
ENSMUSG00000001225	Slc26a3	0
ENSMUSG00000001227	Sema6b	0
ENSMUSG00000001228	Uhrf1	43.6792
ENSMUSG00000001229	Dpp9	5.79786
ENSMUSG00000001240	Ramp2	0
ENSMUSG00000001247	Lsr	11.4272
ENSMUSG00000001248	Gramd1a	11.0287
ENSMUSG00000001249	Hpn	0
ENSMUSG00000001260	Gabrg1	0
ENSMUSG00000001270	Ckb	128.741
ENSMUSG00000001280	Sp1	24.7811
ENSMUSG00000001281	Itgb7	33.2558
ENSMUSG00000001285	Myg1	55.4841
ENSMUSG00000001288	Rarg	7.40678
ENSMUSG00000001289	Pfdn5	26.5903
ENSMUSG00000001300	Efnb2	0
ENSMUSG00000001305	Rrp15	19.7773
ENSMUSG00000001313	Rnd2	48.5375
ENSMUSG00000001323	Srr	0
ENSMUSG00000001333	Sync	0
ENSMUSG00000001334	Fndc5	0
ENSMUSG00000001348	Acp5	13.1976
ENSMUSG00000001349	Cnn1	0
ENSMUSG00000001366	Fbxo9	41.7924
ENSMUSG00000001376	Ccdc132	0.0499398
ENSMUSG00000001379	Apbb3	0
ENSMUSG00000001380	Hars	12.6756
ENSMUSG00000001383	Zmat2	34.6682
ENSMUSG00000001403	Ube2c	410.716
ENSMUSG00000001415	Smg5	0.00635811
ENSMUSG00000001416	Cct3	460.726
ENSMUSG00000001417	Rhbg	0
ENSMUSG00000001418	0610031J06Rik	100.137
ENSMUSG00000001419	Mef2d	0.47622
ENSMUSG00000001420	Tmem79	0
ENSMUSG00000001424	Snd1	56.7229
ENSMUSG00000001435	Col18a1	74.1595
ENSMUSG00000001436	Slc19a1	0.0125527
ENSMUSG00000001440	Kpnb1	108.064
ENSMUSG00000001441	Npepps	73.0733
ENSMUSG00000001444	Tbx21	0
ENSMUSG00000001445	Mrpl10	20.7233
ENSMUSG00000001467	Cyp51	5.13343
ENSMUSG00000001472	Tcf25	42.6918
ENSMUSG00000001473	Tubb6	0.0336705
ENSMUSG00000001482	Def8	0.119697
ENSMUSG00000001493	Meox1	8.59791
ENSMUSG00000001494	Sost	0
ENSMUSG00000001496	Nkx2-1	0
ENSMUSG00000001497	Pax9	0
ENSMUSG00000001504	Irx2	0
ENSMUSG00000001506	Col1a1	0
ENSMUSG00000001507	Itga3	5.65923
ENSMUSG00000001508	Sgca	0
ENSMUSG00000001510	Dlx3	0
ENSMUSG00000001517	Foxm1	22.6498
ENSMUSG00000001518	Itfg2	17.2874
ENSMUSG00000001520	Nrip2	0
ENSMUSG00000001521	Tulp3	6.27727
ENSMUSG00000001524	Gtf2h4	98.8303
ENSMUSG00000001525	Tubb5	1002.95
ENSMUSG00000001542	Ell2	26.4414
ENSMUSG00000001552	Jup	125.721
ENSMUSG00000001555	Fkbp10	0.516736
ENSMUSG00000001558	Klhl10	4.2352
ENSMUSG00000001566	Mnx1	0
ENSMUSG00000001569	Nom1	0
ENSMUSG00000001576	Ergic1	0.219489
ENSMUSG00000001583	Tnk1	0
ENSMUSG00000001588	Acap1	1.34509
ENSMUSG00000001604	Tcea3	19.6401
ENSMUSG00000001622	Csn3	0
ENSMUSG00000001627	Ifrd1	80.2538
ENSMUSG00000001630	Stk38l	13.9386
ENSMUSG00000001632	Brpf1	6.36119
ENSMUSG00000001642	Akr1b3	76.4952
ENSMUSG00000001655	Hoxc13	1.3572
ENSMUSG00000001656	Hoxc11	0
ENSMUSG00000001657	Hoxc8	0
ENSMUSG00000001661	Hoxc6	0
ENSMUSG00000001663	Gstt1	0
ENSMUSG00000001665	Gstt3	0
ENSMUSG00000001666	Ddt	64.1416
ENSMUSG00000001670	Tat	0
ENSMUSG00000001672	Marveld3	0
ENSMUSG00000001674	Ddx18	21.2889
ENSMUSG00000001687	Ubl3	43.1623
ENSMUSG00000001700	Gramd3	0
ENSMUSG00000001707	Eef1e1	83.5885
ENSMUSG00000001729	Akt1	7.85233
ENSMUSG00000001739	Cldn15	0
ENSMUSG00000001741	Il16	0
ENSMUSG00000001750	Tcirg1	0
ENSMUSG00000001751	Naglu	0
ENSMUSG00000001755	Coasy	0.0136494
ENSMUSG00000001761	Smo	3.49694
ENSMUSG00000001763	Tspan33	28.0935
ENSMUSG00000001767	Crnkl1	24.1977
ENSMUSG00000001768	Rin2	15.5066
ENSMUSG00000001773	Folh1	0
ENSMUSG00000001774	Chordc1	20.7396
ENSMUSG00000001783	D10Wsu52e	64.388
ENSMUSG00000001785	Pwp1	18.1125
ENSMUSG00000001786	Fbxo7	1.98545
ENSMUSG00000001794	Capns1	423.299
ENSMUSG00000001802	Lrp3	0.126094
ENSMUSG00000001804	Dsg4	0
ENSMUSG00000001815	Evx2	0
ENSMUSG00000001819	Hoxd13	0
ENSMUSG00000001823	Hoxd12	0
ENSMUSG00000001827	Folr1	0.475318
ENSMUSG00000001829	Clpb	23.4583
ENSMUSG00000001833	Sept7	33.0766
ENSMUSG00000001844	Zdhhc4	8.94781
ENSMUSG00000001847	Rac1	257.352
ENSMUSG00000001855	Nup214	13.777
ENSMUSG00000001864	Aif1l	0
ENSMUSG00000001865	Cpa3	0
ENSMUSG00000001870	Ltbp1	0.200511
ENSMUSG00000001891	Ugp2	30.4104
ENSMUSG00000001901	Kcnh6	0
ENSMUSG00000001909	Trmt1	18.9054
ENSMUSG00000001910	Nacc1	38.1391
ENSMUSG00000001911	Nfix	0
ENSMUSG00000001918	Slc1a5	8.41301
ENSMUSG00000001924	Uba1	254.998
ENSMUSG00000001930	Vwf	0
ENSMUSG00000001942	Siae	0
ENSMUSG00000001943	Vsig2	0
ENSMUSG00000001946	Esam	0
ENSMUSG00000001948	Spa17	0
ENSMUSG00000001962	Fam50a	21.511
ENSMUSG00000001964	Emd	18.1403
ENSMUSG00000001983	Taco1	0
ENSMUSG00000001985	Grik3	11.5361
ENSMUSG00000001986	Gria3	0
ENSMUSG00000001988	Npas1	0
ENSMUSG00000001995	Sipa1l2	5.11318
ENSMUSG00000001998	Ap4e1	0.00430731
ENSMUSG00000001999	Blvra	0.101686
ENSMUSG00000002006	Pdzd4	10.6304
ENSMUSG00000002007	Srpk3	0
ENSMUSG00000002010	Idh3g	209.771
ENSMUSG00000002012	Pnck	0
ENSMUSG00000002014	Ssr4	50.162
ENSMUSG00000002015	Bcap31	54.1142
ENSMUSG00000002017	Fam98a	0.0306219
ENSMUSG00000002020	Ltbp2	0
ENSMUSG00000002028	Mll1	0.464936
ENSMUSG00000002031	Ift46	27.3242
ENSMUSG00000002032	Tmem25	0.012217
ENSMUSG00000002033	Cd3g	0
ENSMUSG00000002043	Trappc6a	21.3653
ENSMUSG00000002052	Supt6h	29.0986
ENSMUSG00000002055	Spag5	0.514384
ENSMUSG00000002057	Foxn1	0
ENSMUSG00000002058	Unc119	51.2463
ENSMUSG00000002059	Rab34	14.5644
ENSMUSG00000002064	Sdf2	4.14601
ENSMUSG00000002068	Ccne1	92.7738
ENSMUSG00000002076	Hsf2bp	16.067
ENSMUSG00000002083	Bbc3	3.774
ENSMUSG00000002100	Mybpc3	0.329012
ENSMUSG00000002102	Psmc3	197.514
ENSMUSG00000002103	Acp2	0
ENSMUSG00000002104	Rapsn	0
ENSMUSG00000002105	Slc39a13	0.01562
ENSMUSG00000002107	Celf2	0
ENSMUSG00000002108	Nr1h3	0
ENSMUSG00000002109	Ddb2	0
ENSMUSG00000002111	Sfpi1	2.84981
ENSMUSG00000002129	Sf3a1	31.0561
ENSMUSG00000002147	Stat6	40.0529
ENSMUSG00000002190	Clgn	0.793023
ENSMUSG00000002204	Napsa	0.675421
ENSMUSG00000002205	Vrk3	20.2996
ENSMUSG00000002210	1500002O20Rik	29.892
ENSMUSG00000002221	Paxip1	1.81267
ENSMUSG00000002222	Rmnd5a	0.343196
ENSMUSG00000002227	Mov10	49.4455
ENSMUSG00000002228	Ppm1j	54.64
ENSMUSG00000002233	Rhoc	0.198689
ENSMUSG00000002240	4930432K09Rik	0
ENSMUSG00000002249	Tead3	0.12353
ENSMUSG00000002250	Ppard	0
ENSMUSG00000002257	Def6	9.59694
ENSMUSG00000002265	Peg3	0.0128282
ENSMUSG00000002266	Zim1	0
ENSMUSG00000002274	Metrn	0
ENSMUSG00000002279	Lmf1	13.7081
ENSMUSG00000002280	Narfl	11.6205
ENSMUSG00000002289	Angptl4	11.2604
ENSMUSG00000002290	Rab11b-ps2	12.3256
ENSMUSG00000002297	Dbf4	237.564
ENSMUSG00000002307	Daxx	10.1468
ENSMUSG00000002308	Cd320	9.79616
ENSMUSG00000002319	Ipo4	103.327
ENSMUSG00000002320	Tm9sf1	31.1834
ENSMUSG00000002324	Rec8	0.0133447
ENSMUSG00000002325	Irf9	13.1315
ENSMUSG00000002326	Gmpr2	0
ENSMUSG00000002329	Mdp1	17.7015
ENSMUSG00000002332	Dhrs1	81.6789
ENSMUSG00000002341	Ncan	0
ENSMUSG00000002342	Tmem161a	0.0424002
ENSMUSG00000002343	Armc6	2.23191
ENSMUSG00000002345	2310045N01Rik	23.8346
ENSMUSG00000002346	Slc25a42	0
ENSMUSG00000002365	Snx9	0.0259152
ENSMUSG00000002372	Ranbp3	17.1004
ENSMUSG00000002379	Ndufa11	10.7701
ENSMUSG00000002384	Bmp8b	0
ENSMUSG00000002393	Nr2f6	12.6563
ENSMUSG00000002395	Use1	122.231
ENSMUSG00000002396	Ocel1	0
ENSMUSG00000002409	Dyrk1b	12.3624
ENSMUSG00000002413	Braf	0.10887
ENSMUSG00000002416	Ndufb2	7.44835
ENSMUSG00000002428	Hltf	13.0913
ENSMUSG00000002455	Prpf6	4.64384
ENSMUSG00000002458	Rgs19	57.1462
ENSMUSG00000002459	Rgs20	0
ENSMUSG00000002475	Abhd3	0
ENSMUSG00000002477	Snrpd1	24.9002
ENSMUSG00000002486	Tchp	18.3042
ENSMUSG00000002489	Tiam1	8.06869
ENSMUSG00000002496	Tsc2	33.4506
ENSMUSG00000002500	Rpl3l	12.1714
ENSMUSG00000002504	Slc9a3r2	13.7286
ENSMUSG00000002524	Puf60	69.5829
ENSMUSG00000002546	Golga2	0.0420216
ENSMUSG00000002550	Uck1	6.93559
ENSMUSG00000002565	Scin	0
ENSMUSG00000002578	Ikzf4	0.142186
ENSMUSG00000002580	1810046J19Rik	29.1408
ENSMUSG00000002588	Pon1	0
ENSMUSG00000002602	Axl	0
ENSMUSG00000002603	Tgfb1	1.14178
ENSMUSG00000002608	Ccdc97	0.293027
ENSMUSG00000002617	Zfp40	0
ENSMUSG00000002625	Akap8l	14.9628
ENSMUSG00000002633	Shh	0
ENSMUSG00000002635	Pdcd2l	49.0899
ENSMUSG00000002658	Gtf2f1	5.56347
ENSMUSG00000002660	Clpp	23.409
ENSMUSG00000002661	Alkbh7	26.7652
ENSMUSG00000002664	Pspn	0
ENSMUSG00000002668	Dennd1c	0
ENSMUSG00000002679	Med6	19.0524
ENSMUSG00000002688	Prkd1	0
ENSMUSG00000002699	Lcp2	0
ENSMUSG00000002718	Cse1l	115.467
ENSMUSG00000002728	Naa20	2.21493
ENSMUSG00000002731	Prkra	0
ENSMUSG00000002732	Fkbp7	0
ENSMUSG00000002733	Plekha3	6.60418
ENSMUSG00000002741	Ykt6	9.94699
ENSMUSG00000002748	Baz1b	9.71124
ENSMUSG00000002763	Pex6	36.7007
ENSMUSG00000002767	Mrpl2	95.5424
ENSMUSG00000002768	Mea1	32.9337
ENSMUSG00000002769	Gnmt	0
ENSMUSG00000002771	Grin2d	0
ENSMUSG00000002778	Kdelr1	26.8804
ENSMUSG00000002781	Tmem143	0
ENSMUSG00000002791	Pdxk-ps	0
ENSMUSG00000002797	Ggct	9.34055
ENSMUSG00000002799	Jag2	2.69269
ENSMUSG00000002803	Btbd6	40.1892
ENSMUSG00000002804	Nudt14	3.08357
ENSMUSG00000002808	Epdr1	25.4477
ENSMUSG00000002812	Flii	103.592
ENSMUSG00000002814	Top3a	0.972714
ENSMUSG00000002820	Atg4d	6.79502
ENSMUSG00000002825	Qtrt1	18.8901
ENSMUSG00000002831	Plin4	0
ENSMUSG00000002833	Hdgfrp2	36.7305
ENSMUSG00000002835	Chaf1a	14.5639
ENSMUSG00000002844	Adprh	69.2885
ENSMUSG00000002845	Tmem39a	344.082
ENSMUSG00000002846	4930455C21Rik	0.0189739
ENSMUSG00000002847	Pla1a	0
ENSMUSG00000002870	Mcm2	34.4057
ENSMUSG00000002871	Tpra1	23.3942
ENSMUSG00000002881	Nab1	11.3575
ENSMUSG00000002885	Cd97	74.3792
ENSMUSG00000002897	Il17ra	0
ENSMUSG00000002900	Lamb1	37.1667
ENSMUSG00000002908	Kcnn1	15.1015
ENSMUSG00000002910	Arrdc2	10.8373
ENSMUSG00000002930	Gsbs	0
ENSMUSG00000002944	Cd36	0
ENSMUSG00000002948	Map2k7	0.277904
ENSMUSG00000002949	Timm44	49.7585
ENSMUSG00000002957	Ap2a2	63.7016
ENSMUSG00000002963	Pnkp	0.375
ENSMUSG00000002968	Med25	56.8954
ENSMUSG00000002980	Bcam	154.896
ENSMUSG00000002981	Clptm1	36.4541
ENSMUSG00000002983	Relb	0
ENSMUSG00000002984	Tomm40	58.8893
ENSMUSG00000002985	Apoe	655.899
ENSMUSG00000002992	Apoc2	0
ENSMUSG00000002996	Hbp1	76.317
ENSMUSG00000002997	Prkar2b	61.2418
ENSMUSG00000003031	Cdkn1b	8.7108
ENSMUSG00000003032	Klf4	51.5672
ENSMUSG00000003033	Ap1m1	45.6485
ENSMUSG00000003037	Rab8a	29.52
ENSMUSG00000003038	Hmgn2	52.4635
ENSMUSG00000003039	Fam32a	27.2833
ENSMUSG00000003051	Elf3	55.802
ENSMUSG00000003053	Cyp2c29	0
ENSMUSG00000003062	Stard3nl	67.4702
ENSMUSG00000003068	Stk11	8.37619
ENSMUSG00000003070	Efna2	5.41037
ENSMUSG00000003072	Atp5d	105.173
ENSMUSG00000003099	Ppp5c	92.949
ENSMUSG00000003119	Cdk12	0.00583191
ENSMUSG00000003123	Lipe	0.0108564
ENSMUSG00000003131	Pafah1b2	1.72248
ENSMUSG00000003134	Tbc1d8	0.878839
ENSMUSG00000003135	D1Bwg0212e	12.0355
ENSMUSG00000003153	Slc2a3	270.192
ENSMUSG00000003154	Foxj2	0
ENSMUSG00000003161	Sri	0.62036
ENSMUSG00000003166	Dgcr2	20.0451
ENSMUSG00000003178	Mical3	1.13665
ENSMUSG00000003184	Irf3	11.9417
ENSMUSG00000003190	Bcl2l12	8.1912
ENSMUSG00000003198	Zfp959	0
ENSMUSG00000003199	Mpnd	45.9498
ENSMUSG00000003200	Sh3gl1	43.3829
ENSMUSG00000003206	Ebi3	0
ENSMUSG00000003208	Ccdc94	6.79858
ENSMUSG00000003226	Ranbp2	8.73922
ENSMUSG00000003227	Edar	0
ENSMUSG00000003228	Grk5	0
ENSMUSG00000003233	Dvl3	0
ENSMUSG00000003234	Abcf3	25.7161
ENSMUSG00000003235	Eif2b5	59.0448
ENSMUSG00000003269	Cyth2	43.1486
ENSMUSG00000003271	Sult2b1	0
ENSMUSG00000003273	Car11	0.018818
ENSMUSG00000003279	Dlgap1	0
ENSMUSG00000003282	Plag1	0
ENSMUSG00000003283	Hck	18.6761
ENSMUSG00000003299	Mrpl4	42.7948
ENSMUSG00000003308	Keap1	0.46504
ENSMUSG00000003309	Ap1m2	19.1829
ENSMUSG00000003316	Glg1	27.7463
ENSMUSG00000003341	Atp8b3	0.493686
ENSMUSG00000003344	Btbd2	12.3403
ENSMUSG00000003345	Csnk1g2	21.9556
ENSMUSG00000003346	Fam108a	49.694
ENSMUSG00000003348	Mobkl2a	0.109082
ENSMUSG00000003352	Cacnb3	0.0107965
ENSMUSG00000003354	Ccdc65	0
ENSMUSG00000003355	Fkbp11	0.0453176
ENSMUSG00000003360	Ddx23	0
ENSMUSG00000003363	Pld3	56.4421
ENSMUSG00000003378	Grik5	0.0296193
ENSMUSG00000003379	Cd79a	0
ENSMUSG00000003380	Rabac1	77.7767
ENSMUSG00000003382	Etv3	0.00687156
ENSMUSG00000003402	Prkcsh	60.1683
ENSMUSG00000003410	Elavl3	18.7293
ENSMUSG00000003411	Rab3b	25.3072
ENSMUSG00000003418	St8sia6	1.70854
ENSMUSG00000003420	Fcgrt	0
ENSMUSG00000003421	Nosip	51.6111
ENSMUSG00000003423	Pih1d1	91.0308
ENSMUSG00000003429	Rps11	842.312
ENSMUSG00000003435	Supt5h	34.1822
ENSMUSG00000003436	Dll3	10.221
ENSMUSG00000003437	Paf1	14.3284
ENSMUSG00000003438	Timm50	84.3342
ENSMUSG00000003444	Med29	13.2132
ENSMUSG00000003452	Bicd1	0
ENSMUSG00000003458	Ncstn	12.651
ENSMUSG00000003464	Pex19	29.7494
ENSMUSG00000003469	Phyhip	0
ENSMUSG00000003476	Crhr2	0
ENSMUSG00000003477	Inmt	0
ENSMUSG00000003484	Cyp4f18	0
ENSMUSG00000003500	Impdh1	0.917529
ENSMUSG00000003505	Psg18	0
ENSMUSG00000003518	Dusp3	0
ENSMUSG00000003526	Prodh	19.3538
ENSMUSG00000003527	Dgcr14	8.86355
ENSMUSG00000003528	Slc25a1	97.3569
ENSMUSG00000003531	Dgcr6	25.7605
ENSMUSG00000003534	Ddr1	0
ENSMUSG00000003541	Ier3	0.113865
ENSMUSG00000003545	Fosb	0
ENSMUSG00000003546	Klc4	20.4645
ENSMUSG00000003549	Ercc1	7.26781
ENSMUSG00000003555	Cyp17a1	0
ENSMUSG00000003559	As3mt	8.71902
ENSMUSG00000003573	Homer3	0
ENSMUSG00000003575	Crtc1	0
ENSMUSG00000003581	Rnf215	0.21993
ENSMUSG00000003585	Sec14l2	0
ENSMUSG00000003604	Aven	0.3201
ENSMUSG00000003617	Cp	0
ENSMUSG00000003623	Crot	17.1034
ENSMUSG00000003644	Rps6ka1	49.5974
ENSMUSG00000003657	Calb2	0
ENSMUSG00000003660	Snrnp200	79.4256
ENSMUSG00000003662	Ciao1	9.27626
ENSMUSG00000003665	Has1	0
ENSMUSG00000003680	Taf6l	8.3541
ENSMUSG00000003721	Insig2	0.0807254
ENSMUSG00000003731	Kpna6	13.3982
ENSMUSG00000003746	Man1a	0
ENSMUSG00000003752	Itpkc	1.13391
ENSMUSG00000003762	Adck4	0
ENSMUSG00000003778	Brd8	41.3987
ENSMUSG00000003779	Kif20a	107.92
ENSMUSG00000003808	Farsa	61.2398
ENSMUSG00000003809	Gcdh	40.5239
ENSMUSG00000003810	Mast2	0.816618
ENSMUSG00000003812	Dnase2a	24.2439
ENSMUSG00000003813	Rad23a	34.0683
