id	gene.symbol	fpkm
ENSMUSG00000000811	Txnrd3	2.8976
ENSMUSG00000000817	Fasl	0
ENSMUSG00000000823	Znf512b	3.46016
ENSMUSG00000000826	Dnajc5	9.38035
ENSMUSG00000000827	Tpd52l2	55.9719
ENSMUSG00000000838	Fmr1	23.1611
ENSMUSG00000000861	Bcl11a	0
ENSMUSG00000000869	Il4	0
ENSMUSG00000000876	Pxmp4	0.0888188
ENSMUSG00000000881	Dlg3	7.99536
ENSMUSG00000000884	Gnb1l	3.33133
ENSMUSG00000000889	Dbh	0
ENSMUSG00000000901	Mmp11	19.2187
ENSMUSG00000000902	Smarcb1	24.3357
ENSMUSG00000000903	Vpreb3	0.690075
ENSMUSG00000000915	Hip1r	0.623675
ENSMUSG00000000916	Nsun5	22.3372
ENSMUSG00000000934	Top1mt	0
ENSMUSG00000000938	Hoxa10	0
ENSMUSG00000000942	Hoxa4	0
ENSMUSG00000000948	Snrpn	36.2087
ENSMUSG00000000957	Mmp14	0.0143591
ENSMUSG00000000958	Slc7a7	14.8037
ENSMUSG00000000959	Oxa1l	14.3234
ENSMUSG00000000976	Heatr6	0.281945
ENSMUSG00000000982	Ccl3	0
ENSMUSG00000000983	Expi	0
ENSMUSG00000001014	Icam4	0
ENSMUSG00000001016	Ilf2	48.2751
ENSMUSG00000001017	2500003M10Rik	66.4367
ENSMUSG00000001018	Snapin	10.4866
ENSMUSG00000001020	S100a4	0
ENSMUSG00000001021	S100a3	0
ENSMUSG00000001023	S100a5	0
ENSMUSG00000001025	S100a6	8.04318
ENSMUSG00000001027	Scn4a	0
ENSMUSG00000001029	Icam2	0
ENSMUSG00000001034	Mapk7	8.26861
ENSMUSG00000001036	Epn2	6.46017
ENSMUSG00000001039	B9d1	23.704
ENSMUSG00000001052	Sec24b	23.8821
ENSMUSG00000001053	N4bp3	17.4548
ENSMUSG00000001054	Rmnd5b	26.8301
ENSMUSG00000001056	Nhp2	101.239
ENSMUSG00000001062	1300018I17Rik	10.2387
ENSMUSG00000001065	Zfp276	3.8203
ENSMUSG00000001076	C1ql4	0
ENSMUSG00000001082	Mfsd10	17.7033
ENSMUSG00000001089	Luzp1	4.67157
ENSMUSG00000001095	Slc13a2	0
ENSMUSG00000001098	Kctd10	2.24329
ENSMUSG00000001100	Poldip2	36.4239
ENSMUSG00000001103	Sebox	0
ENSMUSG00000001105	Ift20	12.0075
ENSMUSG00000001119	Col6a1	0
ENSMUSG00000001120	Pcbp3	0
ENSMUSG00000001123	Lgals9	0
ENSMUSG00000001127	Araf	8.67048
ENSMUSG00000001128	Cfp	1.06478
ENSMUSG00000001131	Timp1	7.56346
ENSMUSG00000001134	Uxt	1.2285
ENSMUSG00000001138	Cnnm3	0.0793197
ENSMUSG00000001143	Lman2l	10.4779
ENSMUSG00000001150	Mcm3ap	7.446
ENSMUSG00000001151	Pcnt	3.83518
ENSMUSG00000001155	Ftcd	0
ENSMUSG00000001156	Mxd1	1.96507
ENSMUSG00000001157	Gmcl1	10.0211
ENSMUSG00000001158	Snrnp27	8.77288
ENSMUSG00000001166	Oas1c	0
ENSMUSG00000001168	Oas1h	0
ENSMUSG00000001173	Ocrl	15.8841
ENSMUSG00000001175	Calm1	55.3248
ENSMUSG00000001211	Agpat3	2.37257
ENSMUSG00000001225	Slc26a3	0
ENSMUSG00000001227	Sema6b	0
ENSMUSG00000001228	Uhrf1	20.992
ENSMUSG00000001229	Dpp9	6.34533
ENSMUSG00000001240	Ramp2	8.97435
ENSMUSG00000001247	Lsr	14.3989
ENSMUSG00000001248	Gramd1a	10.85
ENSMUSG00000001249	Hpn	4.15581
ENSMUSG00000001260	Gabrg1	0
ENSMUSG00000001270	Ckb	40.1188
ENSMUSG00000001280	Sp1	20.7918
ENSMUSG00000001281	Itgb7	0.338835
ENSMUSG00000001285	Myg1	24.5708
ENSMUSG00000001288	Rarg	8.53325
ENSMUSG00000001289	Pfdn5	47.3779
ENSMUSG00000001300	Efnb2	0
ENSMUSG00000001305	Rrp15	58.7281
ENSMUSG00000001313	Rnd2	6.51668
ENSMUSG00000001323	Srr	0.00934456
ENSMUSG00000001333	Sync	0.0287012
ENSMUSG00000001334	Fndc5	0.578535
ENSMUSG00000001348	Acp5	0
ENSMUSG00000001349	Cnn1	0
ENSMUSG00000001366	Fbxo9	6.57497
ENSMUSG00000001376	Ccdc132	37.2144
ENSMUSG00000001379	Apbb3	1.32671
ENSMUSG00000001380	Hars	49.1702
ENSMUSG00000001383	Zmat2	4.40741
ENSMUSG00000001403	Ube2c	50.6552
ENSMUSG00000001415	Smg5	7.03411
ENSMUSG00000001416	Cct3	227.104
ENSMUSG00000001417	Rhbg	0.0529959
ENSMUSG00000001418	0610031J06Rik	53.1858
ENSMUSG00000001419	Mef2d	4.119
ENSMUSG00000001420	Tmem79	4.27852
ENSMUSG00000001424	Snd1	12.8465
ENSMUSG00000001435	Col18a1	23.7573
ENSMUSG00000001436	Slc19a1	1.40879
ENSMUSG00000001440	Kpnb1	111.947
ENSMUSG00000001441	Npepps	55.8231
ENSMUSG00000001444	Tbx21	0
ENSMUSG00000001445	Mrpl10	33.0552
ENSMUSG00000001467	Cyp51	7.40658
ENSMUSG00000001472	Tcf25	6.08095
ENSMUSG00000001473	Tubb6	28.3387
ENSMUSG00000001482	Def8	7.80198
ENSMUSG00000001493	Meox1	0
ENSMUSG00000001494	Sost	0
ENSMUSG00000001496	Nkx2-1	0
ENSMUSG00000001497	Pax9	0
ENSMUSG00000001504	Irx2	0
ENSMUSG00000001506	Col1a1	0
ENSMUSG00000001507	Itga3	2.3591
ENSMUSG00000001508	Sgca	0
ENSMUSG00000001510	Dlx3	0
ENSMUSG00000001517	Foxm1	11.0101
ENSMUSG00000001518	Itfg2	11.8148
ENSMUSG00000001520	Nrip2	0
ENSMUSG00000001521	Tulp3	6.81093
ENSMUSG00000001524	Gtf2h4	28.2855
ENSMUSG00000001525	Tubb5	217.998
ENSMUSG00000001542	Ell2	10.5274
ENSMUSG00000001552	Jup	23.5456
ENSMUSG00000001555	Fkbp10	2.98324
ENSMUSG00000001558	Klhl10	11.4555
ENSMUSG00000001566	Mnx1	0
ENSMUSG00000001569	Nom1	0.411341
ENSMUSG00000001576	Ergic1	5.7756
ENSMUSG00000001583	Tnk1	4.86289
ENSMUSG00000001588	Acap1	3.21708
ENSMUSG00000001604	Tcea3	8.92568
ENSMUSG00000001622	Csn3	0
ENSMUSG00000001627	Ifrd1	139.046
ENSMUSG00000001630	Stk38l	7.40603
ENSMUSG00000001632	Brpf1	5.1715
ENSMUSG00000001642	Akr1b3	23.0395
ENSMUSG00000001655	Hoxc13	0.917728
ENSMUSG00000001656	Hoxc11	0
ENSMUSG00000001657	Hoxc8	0
ENSMUSG00000001661	Hoxc6	0
ENSMUSG00000001663	Gstt1	0
ENSMUSG00000001665	Gstt3	0.00674568
ENSMUSG00000001666	Ddt	50.9128
ENSMUSG00000001670	Tat	0
ENSMUSG00000001672	Marveld3	6.46684
ENSMUSG00000001674	Ddx18	42.889
ENSMUSG00000001687	Ubl3	41.7543
ENSMUSG00000001700	Gramd3	0.0690785
ENSMUSG00000001707	Eef1e1	47.5341
ENSMUSG00000001729	Akt1	6.44377
ENSMUSG00000001739	Cldn15	0
ENSMUSG00000001741	Il16	0
ENSMUSG00000001750	Tcirg1	0.164874
ENSMUSG00000001751	Naglu	8.90488
ENSMUSG00000001755	Coasy	16.7099
ENSMUSG00000001761	Smo	4.92285
ENSMUSG00000001763	Tspan33	0
ENSMUSG00000001767	Crnkl1	21.1315
ENSMUSG00000001768	Rin2	2.75971
ENSMUSG00000001773	Folh1	0
ENSMUSG00000001774	Chordc1	38.7824
ENSMUSG00000001783	D10Wsu52e	52.2992
ENSMUSG00000001785	Pwp1	38.4773
ENSMUSG00000001786	Fbxo7	6.73519
ENSMUSG00000001794	Capns1	66.5866
ENSMUSG00000001802	Lrp3	1.92744
ENSMUSG00000001804	Dsg4	0
ENSMUSG00000001815	Evx2	0.0030073
ENSMUSG00000001819	Hoxd13	0
ENSMUSG00000001823	Hoxd12	0
ENSMUSG00000001827	Folr1	36.5414
ENSMUSG00000001829	Clpb	13.4168
ENSMUSG00000001833	Sept7	40.5103
ENSMUSG00000001844	Zdhhc4	8.72854
ENSMUSG00000001847	Rac1	107.418
ENSMUSG00000001855	Nup214	31.4082
ENSMUSG00000001864	Aif1l	2.49432
ENSMUSG00000001865	Cpa3	0
ENSMUSG00000001870	Ltbp1	1.02487
ENSMUSG00000001891	Ugp2	9.08372
ENSMUSG00000001901	Kcnh6	0.0182361
ENSMUSG00000001909	Trmt1	25.9075
ENSMUSG00000001910	Nacc1	10.9825
ENSMUSG00000001911	Nfix	0
ENSMUSG00000001918	Slc1a5	32.5152
ENSMUSG00000001924	Uba1	109.331
ENSMUSG00000001930	Vwf	3.71029
ENSMUSG00000001942	Siae	1.11197
ENSMUSG00000001943	Vsig2	2.58899
ENSMUSG00000001946	Esam	0
ENSMUSG00000001948	Spa17	2.68691
ENSMUSG00000001962	Fam50a	19.3385
ENSMUSG00000001964	Emd	18.6272
ENSMUSG00000001983	Taco1	0
ENSMUSG00000001985	Grik3	5.13779
ENSMUSG00000001986	Gria3	0
ENSMUSG00000001988	Npas1	0
ENSMUSG00000001995	Sipa1l2	4.45853
ENSMUSG00000001998	Ap4e1	1.22293
ENSMUSG00000001999	Blvra	3.67677
ENSMUSG00000002006	Pdzd4	0.0337913
ENSMUSG00000002007	Srpk3	0
ENSMUSG00000002010	Idh3g	106.838
ENSMUSG00000002012	Pnck	2.84456
ENSMUSG00000002014	Ssr4	78.8035
ENSMUSG00000002015	Bcap31	76.6752
ENSMUSG00000002017	Fam98a	19.2092
ENSMUSG00000002020	Ltbp2	0.525642
ENSMUSG00000002028	Mll1	4.965
ENSMUSG00000002031	Ift46	58.4699
ENSMUSG00000002032	Tmem25	0
ENSMUSG00000002033	Cd3g	0
ENSMUSG00000002043	Trappc6a	7.15674
ENSMUSG00000002052	Supt6h	4.6619
ENSMUSG00000002055	Spag5	8.19955
ENSMUSG00000002057	Foxn1	0
ENSMUSG00000002058	Unc119	0.364434
ENSMUSG00000002059	Rab34	15.58
ENSMUSG00000002064	Sdf2	13.9835
ENSMUSG00000002068	Ccne1	47.5507
ENSMUSG00000002076	Hsf2bp	26.8066
ENSMUSG00000002083	Bbc3	2.55858
ENSMUSG00000002100	Mybpc3	0.00294827
ENSMUSG00000002102	Psmc3	81.147
ENSMUSG00000002103	Acp2	0.236658
ENSMUSG00000002104	Rapsn	0
ENSMUSG00000002105	Slc39a13	2.32174
ENSMUSG00000002107	Celf2	5.89366
ENSMUSG00000002108	Nr1h3	4.41255
ENSMUSG00000002109	Ddb2	0
ENSMUSG00000002111	Sfpi1	1.64934
ENSMUSG00000002129	Sf3a1	18.8131
ENSMUSG00000002147	Stat6	3.65201
ENSMUSG00000002190	Clgn	9.1091
ENSMUSG00000002204	Napsa	2.79209
ENSMUSG00000002205	Vrk3	13.2521
ENSMUSG00000002210	1500002O20Rik	9.43663
ENSMUSG00000002221	Paxip1	5.19546
ENSMUSG00000002222	Rmnd5a	12.0686
ENSMUSG00000002227	Mov10	6.34822
ENSMUSG00000002228	Ppm1j	4.05087
ENSMUSG00000002233	Rhoc	11.064
ENSMUSG00000002240	4930432K09Rik	0
ENSMUSG00000002249	Tead3	1.40892
ENSMUSG00000002250	Ppard	3.26977
ENSMUSG00000002257	Def6	7.99622
ENSMUSG00000002265	Peg3	0.678662
ENSMUSG00000002266	Zim1	0
ENSMUSG00000002274	Metrn	3.38721
ENSMUSG00000002279	Lmf1	0.0366191
ENSMUSG00000002280	Narfl	11.3948
ENSMUSG00000002289	Angptl4	2.25571
ENSMUSG00000002290	Rab11b-ps2	5.14137
ENSMUSG00000002297	Dbf4	114.366
ENSMUSG00000002307	Daxx	24.842
ENSMUSG00000002308	Cd320	14.754
ENSMUSG00000002319	Ipo4	20.9546
ENSMUSG00000002320	Tm9sf1	3.00976
ENSMUSG00000002324	Rec8	2.04511
ENSMUSG00000002325	Irf9	0.56021
ENSMUSG00000002326	Gmpr2	4.22639
ENSMUSG00000002329	Mdp1	12.0764
ENSMUSG00000002332	Dhrs1	16.3332
ENSMUSG00000002341	Ncan	0
ENSMUSG00000002342	Tmem161a	2.23512
ENSMUSG00000002343	Armc6	17.7181
ENSMUSG00000002345	2310045N01Rik	8.59499
ENSMUSG00000002346	Slc25a42	1.03758
ENSMUSG00000002365	Snx9	5.19457
ENSMUSG00000002372	Ranbp3	30.4111
ENSMUSG00000002379	Ndufa11	7.85419
ENSMUSG00000002384	Bmp8b	0
ENSMUSG00000002393	Nr2f6	9.88181
ENSMUSG00000002395	Use1	37.3214
ENSMUSG00000002396	Ocel1	2.96026
ENSMUSG00000002409	Dyrk1b	1.20067
ENSMUSG00000002413	Braf	4.30497
ENSMUSG00000002416	Ndufb2	14.6773
ENSMUSG00000002428	Hltf	19.7799
ENSMUSG00000002455	Prpf6	19.9309
ENSMUSG00000002458	Rgs19	13.0482
ENSMUSG00000002459	Rgs20	0
ENSMUSG00000002475	Abhd3	0
ENSMUSG00000002477	Snrpd1	29.6578
ENSMUSG00000002486	Tchp	2.56989
ENSMUSG00000002489	Tiam1	9.21073
ENSMUSG00000002496	Tsc2	8.57758
ENSMUSG00000002500	Rpl3l	0.0259524
ENSMUSG00000002504	Slc9a3r2	10.6696
ENSMUSG00000002524	Puf60	66.2196
ENSMUSG00000002546	Golga2	0.735085
ENSMUSG00000002550	Uck1	19.9766
ENSMUSG00000002565	Scin	0
ENSMUSG00000002578	Ikzf4	0.694111
ENSMUSG00000002580	1810046J19Rik	34.4412
ENSMUSG00000002588	Pon1	0
ENSMUSG00000002602	Axl	0.628388
ENSMUSG00000002603	Tgfb1	3.05752
ENSMUSG00000002608	Ccdc97	7.45491
ENSMUSG00000002617	Zfp40	0.765494
ENSMUSG00000002625	Akap8l	24.1322
ENSMUSG00000002633	Shh	0
ENSMUSG00000002635	Pdcd2l	19.1197
ENSMUSG00000002658	Gtf2f1	17.8115
ENSMUSG00000002660	Clpp	25.4374
ENSMUSG00000002661	Alkbh7	20.2173
ENSMUSG00000002664	Pspn	0
ENSMUSG00000002668	Dennd1c	0.0197618
ENSMUSG00000002679	Med6	7.20456
ENSMUSG00000002688	Prkd1	0.00971242
ENSMUSG00000002699	Lcp2	0
ENSMUSG00000002718	Cse1l	112.777
ENSMUSG00000002728	Naa20	31.2547
ENSMUSG00000002731	Prkra	11.6658
ENSMUSG00000002732	Fkbp7	0
ENSMUSG00000002733	Plekha3	14.7916
ENSMUSG00000002741	Ykt6	5.86225
ENSMUSG00000002748	Baz1b	12.5032
ENSMUSG00000002763	Pex6	5.92923
ENSMUSG00000002767	Mrpl2	35.6627
ENSMUSG00000002768	Mea1	45.951
ENSMUSG00000002769	Gnmt	1.44395
ENSMUSG00000002771	Grin2d	0.266519
ENSMUSG00000002778	Kdelr1	12.6617
ENSMUSG00000002781	Tmem143	0.862009
ENSMUSG00000002791	Pdxk-ps	0
ENSMUSG00000002797	Ggct	0.0447087
ENSMUSG00000002799	Jag2	2.27244
ENSMUSG00000002803	Btbd6	9.51475
ENSMUSG00000002804	Nudt14	3.78712
ENSMUSG00000002808	Epdr1	3.06172
ENSMUSG00000002812	Flii	27.4957
ENSMUSG00000002814	Top3a	1.06296
ENSMUSG00000002820	Atg4d	20.6473
ENSMUSG00000002825	Qtrt1	32.7603
ENSMUSG00000002831	Plin4	0
ENSMUSG00000002833	Hdgfrp2	15.6221
ENSMUSG00000002835	Chaf1a	9.86436
ENSMUSG00000002844	Adprh	72.8721
ENSMUSG00000002845	Tmem39a	40.2841
ENSMUSG00000002846	4930455C21Rik	15.5508
ENSMUSG00000002847	Pla1a	2.89689
ENSMUSG00000002870	Mcm2	48.6821
ENSMUSG00000002871	Tpra1	3.23658
ENSMUSG00000002881	Nab1	0
ENSMUSG00000002885	Cd97	19.526
ENSMUSG00000002897	Il17ra	0
ENSMUSG00000002900	Lamb1	16.5933
ENSMUSG00000002908	Kcnn1	0.00932133
ENSMUSG00000002910	Arrdc2	0.543807
ENSMUSG00000002930	Gsbs	0
ENSMUSG00000002944	Cd36	0
ENSMUSG00000002948	Map2k7	2.68962
ENSMUSG00000002949	Timm44	35.0125
ENSMUSG00000002957	Ap2a2	20.8825
ENSMUSG00000002963	Pnkp	11.1711
ENSMUSG00000002968	Med25	4.44991
ENSMUSG00000002980	Bcam	25.8993
ENSMUSG00000002981	Clptm1	24.5486
ENSMUSG00000002983	Relb	4.21498
ENSMUSG00000002984	Tomm40	31.0622
ENSMUSG00000002985	Apoe	95.7954
ENSMUSG00000002992	Apoc2	0
ENSMUSG00000002996	Hbp1	25.3841
ENSMUSG00000002997	Prkar2b	13.2988
ENSMUSG00000003031	Cdkn1b	9.63678
ENSMUSG00000003032	Klf4	37.9263
ENSMUSG00000003033	Ap1m1	14.2621
ENSMUSG00000003037	Rab8a	12.1779
ENSMUSG00000003038	Hmgn2	32.6219
ENSMUSG00000003039	Fam32a	28.5644
ENSMUSG00000003051	Elf3	12.6768
ENSMUSG00000003053	Cyp2c29	0
ENSMUSG00000003062	Stard3nl	27.9179
ENSMUSG00000003068	Stk11	71.2789
ENSMUSG00000003070	Efna2	4.49593
ENSMUSG00000003072	Atp5d	69.023
ENSMUSG00000003099	Ppp5c	47.7622
ENSMUSG00000003119	Cdk12	3.90913
ENSMUSG00000003123	Lipe	0.542257
ENSMUSG00000003131	Pafah1b2	4.67753
ENSMUSG00000003134	Tbc1d8	0.837249
ENSMUSG00000003135	D1Bwg0212e	11.0877
ENSMUSG00000003153	Slc2a3	105.295
ENSMUSG00000003154	Foxj2	0.836656
ENSMUSG00000003161	Sri	0.378004
ENSMUSG00000003166	Dgcr2	27.3487
ENSMUSG00000003178	Mical3	0
ENSMUSG00000003184	Irf3	23.1654
ENSMUSG00000003190	Bcl2l12	6.07701
ENSMUSG00000003198	Zfp959	0.0356471
ENSMUSG00000003199	Mpnd	13.5548
ENSMUSG00000003200	Sh3gl1	29.4814
ENSMUSG00000003206	Ebi3	0
ENSMUSG00000003208	Ccdc94	4.1862
ENSMUSG00000003226	Ranbp2	8.36424
ENSMUSG00000003227	Edar	0
ENSMUSG00000003228	Grk5	0
ENSMUSG00000003233	Dvl3	0.151026
ENSMUSG00000003234	Abcf3	10.9009
ENSMUSG00000003235	Eif2b5	37.683
ENSMUSG00000003269	Cyth2	15.4444
ENSMUSG00000003271	Sult2b1	0
ENSMUSG00000003273	Car11	8.55116
ENSMUSG00000003279	Dlgap1	0.941604
ENSMUSG00000003282	Plag1	0
ENSMUSG00000003283	Hck	18.6779
ENSMUSG00000003299	Mrpl4	26.8173
ENSMUSG00000003308	Keap1	3.7817
ENSMUSG00000003309	Ap1m2	6.1083
ENSMUSG00000003316	Glg1	14.1932
ENSMUSG00000003341	Atp8b3	0
ENSMUSG00000003344	Btbd2	5.25842
ENSMUSG00000003345	Csnk1g2	43.9515
ENSMUSG00000003346	Fam108a	27.2154
ENSMUSG00000003348	Mobkl2a	0.0422723
ENSMUSG00000003352	Cacnb3	7.20576
ENSMUSG00000003354	Ccdc65	0.736926
ENSMUSG00000003355	Fkbp11	11.3343
ENSMUSG00000003360	Ddx23	0.00386305
ENSMUSG00000003363	Pld3	6.71995
ENSMUSG00000003378	Grik5	0.519453
ENSMUSG00000003379	Cd79a	0
ENSMUSG00000003380	Rabac1	23.642
ENSMUSG00000003382	Etv3	5.8592
ENSMUSG00000003402	Prkcsh	12.0528
ENSMUSG00000003410	Elavl3	0.188136
ENSMUSG00000003411	Rab3b	0.204476
ENSMUSG00000003418	St8sia6	0
ENSMUSG00000003420	Fcgrt	1.1158
ENSMUSG00000003421	Nosip	11.686
ENSMUSG00000003423	Pih1d1	9.00103
ENSMUSG00000003429	Rps11	465.378
ENSMUSG00000003435	Supt5h	8.05269
ENSMUSG00000003436	Dll3	0.0699322
ENSMUSG00000003437	Paf1	24.3361
ENSMUSG00000003438	Timm50	22.9264
ENSMUSG00000003444	Med29	9.58523
ENSMUSG00000003452	Bicd1	3.92275
ENSMUSG00000003458	Ncstn	28.9641
ENSMUSG00000003464	Pex19	10.877
ENSMUSG00000003469	Phyhip	0.911371
ENSMUSG00000003476	Crhr2	0
ENSMUSG00000003477	Inmt	0
ENSMUSG00000003484	Cyp4f18	0
ENSMUSG00000003500	Impdh1	8.39774
ENSMUSG00000003505	Psg18	0
ENSMUSG00000003518	Dusp3	1.80873
ENSMUSG00000003526	Prodh	5.10288
ENSMUSG00000003527	Dgcr14	10.8622
ENSMUSG00000003528	Slc25a1	7.15231
ENSMUSG00000003531	Dgcr6	1.58986
ENSMUSG00000003534	Ddr1	0.150331
ENSMUSG00000003541	Ier3	4.15334
ENSMUSG00000003545	Fosb	0
ENSMUSG00000003546	Klc4	2.02675
ENSMUSG00000003549	Ercc1	2.82638
ENSMUSG00000003555	Cyp17a1	0
ENSMUSG00000003559	As3mt	4.53668
ENSMUSG00000003573	Homer3	2.42671
ENSMUSG00000003575	Crtc1	0.00850855
ENSMUSG00000003581	Rnf215	0.108302
ENSMUSG00000003585	Sec14l2	4.60034
ENSMUSG00000003604	Aven	1.50939
ENSMUSG00000003617	Cp	0
ENSMUSG00000003623	Crot	10.8797
ENSMUSG00000003644	Rps6ka1	27.6473
ENSMUSG00000003657	Calb2	0.94411
ENSMUSG00000003660	Snrnp200	72.6234
ENSMUSG00000003662	Ciao1	17.3258
ENSMUSG00000003665	Has1	0
ENSMUSG00000003680	Taf6l	1.45314
ENSMUSG00000003721	Insig2	3.91461
